Type_x,ID,SedRed,Cost,Duck,Join_Count,TARGET_FID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,DITCHALL_,DITCHALL_I,UNIQUE_ID,MAJOR,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,TWP,RNG,SEC,PEDIGREE,PEDYEAR,max_flowac,mean_flowl,Join_Cou_1,TARGET_F_1,Subbasin,Area,Elev,ElevMin,ElevMax,SubbasinR,subwatersh,Watershed,budget_rat,Bluff_avgE,River,Subbasin_1,Zone,Subbasin_2,watershed_,Zone_1,gag_loc,Shape_Leng,Shape_Le_1,Le2,X10_,X20_,X30_,X40_,X50_,X60_,X70_,X80_,X90_,Type_y
ICMO,1049,13.048,147779.119,0,2,423,22733,22920,0,0,1397.3594229,16350,860,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,2895.0,115434.0,1,1049,423,5573900.08549,348.840847521,329.0,367.0,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.0004189,1399.03122726,1399.03122726,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1050,0.423,4973.846,0,2,423,22921,22923,0,0,47.0313437623,16352,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,30.0,134853.0,1,1050,423,5573900.08549,348.840847521,329.0,367.0,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.0004189,47.22300456439999,47.22300456439999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1051,2.804,31847.423,0,2,423,22923,22925,0,0,301.14062888,16354,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,28.0,135048.0,1,1051,423,5573900.08549,348.840847521,329.0,367.0,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.0004189,302.366269385,302.366269385,1,1,4,1,1,1,1,1,4,ICMO
ICMO,1052,0.696,8025.581999999999,0,2,423,22925,22927,0,0,75.8877325182,16356,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,13.0,135184.0,1,1052,423,5573900.08549,348.840847521,329.0,367.0,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.0004189,75.8004131932,75.8004131932,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1053,4.602,52235.147000000004,0,2,423,22927,22922,0,0,493.921432424,16357,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,112.0,132801.0,1,1053,423,5573900.08549,348.840847521,329.0,367.0,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.0004189,495.44401599099996,495.44401599099996,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1054,2.044,21387.577,0,2,554,22930,22931,0,0,202.235150217,16360,867,32022CD34,32,LeSueur River,32022,CD34,PUBLIC DITCH OPEN,WASECA,106,22,32,MSUWRC,1993,230520.0,131582.0,2,1054,504,5716699.94506,352.201689786,340.0,368.0,525,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,26,UL,1,AB,17260.0002198,203.047685645,203.047685645,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1055,3.0810000000000004,32177.414,0,2,465,22966,22967,0,0,304.260933092,16400,918,32023CD23,32,LeSueur River,32023,CD23,PUBLIC DITCH OPEN,STEELE,106,21,21,MSUWRC,1993,2667.0,151988.0,1,1055,465,14293699.9078,365.53503991300005,350.0,393.0,490,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,26,UL,1,AB,28420.0001499,304.33052495,304.33052495,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1056,1.9,21611.237999999998,0,1,243,22988,22987,0,0,204.350025113,16415,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,35.0,1593.38,1,1056,243,4301400.05061,346.280745804,341.0,362.0,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999011,205.148808027,205.148808027,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1057,3.185,36138.787000000004,0,1,243,22981,22988,0,0,341.718609274,16416,725,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,121.0,1605.45,1,1057,243,4301400.05061,346.280745804,341.0,362.0,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999011,340.65135292599996,340.65135292599996,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1058,2.863,32527.71,0,1,243,22986,22995,0,0,307.57323315,16424,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,22.0,1362.47,1,1058,243,4301400.05061,346.280745804,341.0,362.0,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999011,308.77192258599996,308.77192258599996,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1059,1.9809999999999999,22577.032000000003,0,1,243,22995,22988,0,0,213.482316837,16425,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,29.0,1398.44,1,1059,243,4301400.05061,346.280745804,341.0,362.0,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999011,214.315911036,214.315911036,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1060,2.406,27321.183999999997,0,2,276,23003,23004,0,0,258.341732118,16435,642,32015CD28,32,LeSueur River,32015,CD28,PUBLIC DITCH OPEN,WASECA,107,24,35,MSUWRC,1993,681923.0,86903.3,2,1060,276,2917499.97415,319.030539846,308.0,329.0,283,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,13640.0000479,259.264848077,259.264848077,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1061,0.319,3489.987,0,2,386,23024,23026,0,0,33.0003712396,16455,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,14.0,97767.9,1,1061,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,33.1312593718,33.1312593718,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1062,1.0659999999999998,11700.913,0,2,386,23026,23028,0,0,110.64067586600001,16457,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,17.0,97692.9,1,1062,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,111.07951702,111.07951702,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1063,0.898,9893.756,0,2,386,23028,23032,0,0,93.5526852166,16461,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,20.0,97587.9,1,1063,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,93.9233497924,93.9233497924,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1064,12.284,134709.116,0,2,386,23032,23034,0,0,1273.77300471,16463,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,2132.0,96994.8,1,1064,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,1276.33495038,1276.33495038,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1065,0.6759999999999999,7434.505,0,2,386,23034,23038,0,0,70.2986700121,16467,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,332.0,96628.7,1,1065,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,70.57898364270001,70.57898364270001,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1066,7.622999999999999,83576.812,0,2,386,23038,23040,0,0,790.27975132,16469,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,3352.0,95911.9,1,1066,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,791.2741909189999,791.2741909189999,1,1,1,5,1,1,1,1,4,ICMO
ICMO,1067,13.955,153029.771,0,2,386,23040,23025,0,0,1447.00816479,16470,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,11940.0,94695.9,3,1067,386,6788899.925910002,322.1388001,316.0,331.0,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.0002094,1449.87624706,1449.87624706,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1068,4.579,51973.578,0,2,341,23042,23043,0,0,491.448106162,16472,720,32010CD50,32,LeSueur River,32010,CD50,PUBLIC DITCH OPEN,WASECA,106,23,4,MSUWRC,1993,21150.0,99531.5,1,1068,341,9109999.8384,330.03766191,312.0,342.0,264,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,27699.9993157,491.018031605,491.018031605,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1069,11.152999999999999,126343.509,0,2,341,23044,23042,0,0,1194.67008579,16473,721,32010CD50,32,LeSueur River,32010,CD50,PUBLIC DITCH OPEN,WASECA,106,23,4,MSUWRC,1993,18808.0,100373.0,1,1069,341,9109999.8384,330.03766191,312.0,342.0,264,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,27699.9993157,1194.96348008,1194.96348008,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1070,1.304,14869.208,0,2,401,23048,23055,0,0,140.59920932100002,16482,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,11.0,104488.0,1,1070,401,8476700.00424,342.609081364,329.0,354.0,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.0000444,140.145696594,140.145696594,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1071,13.770999999999999,155972.667,0,2,401,23055,23057,0,0,1474.83539248,16484,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,7119.0,103667.0,1,1071,401,8476700.00424,342.609081364,329.0,354.0,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.0000444,1476.17130877,1476.17130877,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1072,11.582,131200.076,0,2,401,23057,23049,0,0,1240.59246592,16485,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,8906.0,102306.0,1,1072,401,8476700.00424,342.609081364,329.0,354.0,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.0000444,1242.70851423,1242.70851423,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1073,1.827,20767.162,0,2,131,23083,23082,0,0,196.368676439,16507,701,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,11.0,109695.0,1,1073,131,13303500.0098,349.69664374,337.0,362.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.0005746,195.76479539599998,195.76479539599998,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1074,0.608,7033.558000000001,0,2,131,23082,23084,0,0,66.50742496779999,16508,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,350.0,109613.0,2,1074,131,13303500.0098,349.69664374,337.0,362.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.0005746,66.7619625354,66.7619625354,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1075,5.787999999999999,65665.799,0,2,130,23085,23084,0,0,620.918054216,16509,702,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,13773.0,109781.0,3,1075,130,6645100.112249998,344.50763720599997,337.0,359.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.0002924,619.061877622,619.061877622,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1076,3.682,41766.706,0,2,130,23086,23087,0,0,394.93469091099996,16510,703,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,21.0,111274.0,1,1076,130,6645100.112249998,344.50763720599997,337.0,359.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.0002924,393.81574834300005,393.81574834300005,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1077,11.764000000000001,133258.587,0,2,130,23087,23085,0,0,1260.05719137,16511,703,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,5378.0,110612.0,1,1077,130,6645100.112249998,344.50763720599997,337.0,359.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.0002924,1261.90173807,1261.90173807,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1078,10.743,121709.165,0,2,130,23088,23087,0,0,1150.84898129,16512,704,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1933.0,111818.0,1,1078,130,6645100.112249998,344.50763720599997,337.0,359.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.0002924,1152.89795624,1152.89795624,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1079,15.884,179892.98100000003,0,1,241,23084,23089,0,0,1701.01942434,16513,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,22141.0,108731.0,1,1079,241,8866900.14331,337.636693771,322.0,349.0,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.9998458,1702.72105934,1702.72105934,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1080,16.225,183750.422,0,1,241,23089,23081,0,0,1737.49434126,16514,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,26163.0,107099.0,1,1080,241,8866900.14331,337.636693771,322.0,349.0,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.9998458,1741.48738916,1741.48738916,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1081,5.1770000000000005,58703.532,0,1,241,23090,23089,0,0,555.084740132,16515,705,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1355.0,108143.0,1,1081,241,8866900.14331,337.636693771,322.0,349.0,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.9998458,553.387436331,553.387436331,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1082,4.64,52674.242,0,2,131,23080,23091,0,0,498.07339789800005,16516,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,12310.0,111866.0,1,1082,131,13303500.0098,349.69664374,337.0,362.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.0005746,497.73117444300004,497.73117444300004,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1083,9.368,106145.906,0,2,131,23091,23093,0,0,1003.68700378,16518,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,13722.0,111015.0,1,1083,131,13303500.0098,349.69664374,337.0,362.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.0005746,1004.29880451,1004.29880451,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1084,6.4910000000000005,73608.366,0,2,131,23093,23082,0,0,696.0208216139999,16519,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,348.0,110018.0,1,1084,131,13303500.0098,349.69664374,337.0,362.0,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.0005746,698.68360809,698.68360809,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1085,21.693,245639.955,0,1,186,23097,23099,0,0,2322.70504248,16523,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,28589.0,106186.0,3,1085,186,175500.016672,335.404558405,332.0,341.0,237,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,2440.00011589,2322.02577445,2322.02577445,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1086,3.7319999999999998,42342.844000000005,0,1,164,23098,23100,0,0,400.382490336,16524,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,2694.0,107999.0,2,1086,164,3678600.06445,343.63714456599996,335.0,352.0,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,13260.0002298,400.59511415400004,400.59511415400004,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1087,4.789,54340.072,0,1,178,23100,23097,0,0,513.825041451,16525,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,10812.0,107442.0,2,1087,178,134400.012767,337.273809524,332.0,341.0,186,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,2840.00013489,515.699509307,515.699509307,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1088,2.41,27360.004,0,1,165,23101,23102,0,0,258.708809174,16526,711,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,4195.0,111038.0,1,1088,165,7582000.08425,346.654603007,335.0,358.0,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,21180.000406,259.687899471,259.687899471,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1089,28.555999999999997,323331.314,0,1,165,23102,23100,0,0,3057.33353854,16527,711,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,7471.0,109299.0,2,1089,165,7582000.08425,346.654603007,335.0,358.0,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,21180.000406,3057.39533409,3057.39533409,1,1,1,1,1,1,1,1,4,ICMO
ICMO,1090,5.002,79797.15,0,2,102,23107,23134,0,0,754.540289842,16550,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,8686.0,83630.5,1,1090,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,752.3527377060001,752.3527377060001,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1091,5.26,83909.616,0,2,102,23134,23109,0,0,793.4266514489999,16551,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,9813.0,82861.8,1,1091,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,792.9754012239999,792.9754012239999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1092,0.603,9631.869,0,2,102,23110,23137,0,0,91.07635266209999,16554,598,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,792.0,82368.8,1,1092,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,91.41972288219999,91.41972288219999,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1093,1.383,22066.397,0,2,102,23137,23109,0,0,208.653888394,16555,598,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,30.0,82378.8,1,1093,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,209.35729719900002,209.35729719900002,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1094,2.5989999999999998,41492.852999999996,0,2,102,23109,23141,0,0,392.34520462,16559,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,10902.0,82027.9,1,1094,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,391.89105753300004,391.89105753300004,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1095,7.837999999999999,125030.766,0,2,102,23141,23143,0,0,1182.25713972,16561,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,12968.0,81049.9,1,1095,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,1183.40726982,1183.40726982,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1096,0.669,10688.59,0,2,102,23143,23147,0,0,101.068414965,16565,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,13548.0,80440.2,1,1096,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,100.760675313,100.760675313,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1097,16.872,269088.869,0,2,102,23147,23108,0,0,2544.43163682,16566,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,16216.0,79093.7,1,1097,102,15604999.8794,331.106260814,309.0,349.0,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.9997247,2543.11747392,2543.11747392,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1098,7.348,117212.177,0,2,135,23152,23151,0,0,1108.32667806,16569,621,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,4838.0,81569.6,1,1098,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,1110.58812987,1110.58812987,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1099,3.803,60648.315,0,2,135,23149,23153,0,0,573.474077005,16570,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,3845.0,83513.6,1,1099,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,572.58125399,572.58125399,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1100,13.282,211837.28600000002,0,2,135,23153,23151,0,0,2003.07613495,16571,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,4829.0,82232.3,1,1100,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,1999.56078079,1999.56078079,1,1,1,4,1,1,1,1,1,ICMO
ICMO,1101,1.804,28794.891,0,2,135,23151,23156,0,0,272.27670612599997,16574,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,53.0,81096.4,1,1101,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,271.438912771,271.438912771,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1102,11.024000000000001,175836.324,0,2,135,23156,23158,0,0,1662.66076294,16576,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,10428.0,80179.2,1,1102,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,1661.67587256,1661.67587256,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1103,16.284000000000002,259702.246,0,2,135,23158,23150,0,0,2455.67426697,16577,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,13565.0,78216.0,1,1103,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,2455.77185411,2455.77185411,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1104,1.9809999999999999,31625.834,0,2,135,23168,23149,0,0,299.045338244,16587,684,32018CD49,32,LeSueur River,32018,CD49,PUBLIC DITCH OPEN,WASECA,107,24,12,MSUWRC,1993,89.0,84043.2,1,1104,135,13844200.000099998,325.815070571,309.0,344.0,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.0002653,299.47789472200003,299.47789472200003,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1105,22.87,364716.969,0,1,148,23177,23176,0,0,3448.66511105,16592,689,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,23347.0,76021.0,2,1105,148,2721600.16754,318.06209582599996,305.0,328.0,170,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,15620.0003419,3450.24194411,3450.24194411,1,1,1,1,1,1,1,1,1,ICMO
ICMO,1106,0.452,7236.063,0,1,46,23180,23182,0,0,68.4222527683,16593,679,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,8.0,100021.0,1,1106,46,3032999.97512,339.48730629700003,324.0,353.0,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,11640.0001529,68.67625823979999,68.67625823979999,1,1,1,1,1,1,1,1,1,ICMO
