"f1","f2","prob","repl","algorithm"
2710.32606386114,2554.80205605738,"instance-100-1",1,"NSGA2.ZHOU"
4350.82198656164,1743.84935102426,"instance-100-1",1,"NSGA2.ZHOU"
2871.69443555642,2310.15008036979,"instance-100-1",1,"NSGA2.ZHOU"
2866.71215681126,2439.65855164453,"instance-100-1",1,"NSGA2.ZHOU"
4082.66889915336,1767.71403628401,"instance-100-1",1,"NSGA2.ZHOU"
3720.06247771438,1828.46042651683,"instance-100-1",1,"NSGA2.ZHOU"
3176.55922084115,2087.19772495329,"instance-100-1",1,"NSGA2.ZHOU"
3586.14195175935,1835.91015270911,"instance-100-1",1,"NSGA2.ZHOU"
4215.37286822218,1763.98390839808,"instance-100-1",1,"NSGA2.ZHOU"
3903.05881696986,1801.02950453758,"instance-100-1",1,"NSGA2.ZHOU"
3230.74163700454,2042.4505027663,"instance-100-1",1,"NSGA2.ZHOU"
4016.46439102013,1792.65630979091,"instance-100-1",1,"NSGA2.ZHOU"
4329.53911454882,1744.98016852886,"instance-100-1",1,"NSGA2.ZHOU"
3785.77263385523,1820.59005429037,"instance-100-1",1,"NSGA2.ZHOU"
3862.22761667334,1818.08222495951,"instance-100-1",1,"NSGA2.ZHOU"
3101.77973313024,2200.34615574405,"instance-100-1",1,"NSGA2.ZHOU"
3490.6728415587,1870.93933391385,"instance-100-1",1,"NSGA2.ZHOU"
2792.39548558602,2456.14452357404,"instance-100-1",1,"NSGA2.ZHOU"
3294.01567498455,1999.47011180222,"instance-100-1",1,"NSGA2.ZHOU"
3141.37445870787,2145.28012014925,"instance-100-1",1,"NSGA2.ZHOU"
3427.95140493661,1914.62332815863,"instance-100-1",1,"NSGA2.ZHOU"
4271.42456152942,1756.80790875107,"instance-100-1",1,"NSGA2.ZHOU"
3480.01299646217,1914.46471030824,"instance-100-1",1,"NSGA2.ZHOU"
2964.62972666603,2249.61982342415,"instance-100-1",1,"NSGA2.ZHOU"
3340.80950707896,1940.37366005592,"instance-100-1",1,"NSGA2.ZHOU"
3528.94658171106,1867.66176674515,"instance-100-1",1,"NSGA2.ZHOU"
3016.97581075598,2221.25570892356,"instance-100-1",1,"NSGA2.ZHOU"
3050.8478415641,2215.67019323818,"instance-100-1",1,"NSGA2.ZHOU"
3769.87511396874,1825.0507380534,"instance-100-1",1,"NSGA2.ZHOU"
3411.86534511857,1926.78483718075,"instance-100-1",1,"NSGA2.ZHOU"
3195.16140138265,2063.57714434154,"instance-100-1",1,"NSGA2.ZHOU"
2835.64151017461,2455.80051467754,"instance-100-1",1,"NSGA2.ZHOU"
3862.66396901803,1815.38947491907,"instance-100-1",1,"NSGA2.ZHOU"
3003.95267343381,2248.83609061129,"instance-100-1",1,"NSGA2.ZHOU"
3320.41661033174,1990.49526982941,"instance-100-1",1,"NSGA2.ZHOU"
3373.0582448747,1936.59360056743,"instance-100-1",1,"NSGA2.ZHOU"
3489.44425894646,1904.8287094105,"instance-100-1",1,"NSGA2.ZHOU"
2923.20099308621,2284.30982125923,"instance-100-1",1,"NSGA2.ZHOU"
3534.68192770612,1849.41169498488,"instance-100-1",1,"NSGA2.ZHOU"
3042.98255764414,2219.91079419851,"instance-100-1",1,"NSGA2.ZHOU"
2943.28713166527,2268.70283614844,"instance-100-1",1,"NSGA2.ZHOU"
4049.26071402384,1783.96684692241,"instance-100-1",1,"NSGA2.ZHOU"
